trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
411,False,"{'a': 0.01, 'e': 0.01640777452629265}",30,14,18.3695073144572,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.016244514441949874}",30,11,35.124828895174765,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.016082878822588437}",20,8,19.425086386386717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.0159228515045117}",20,5,30.831377534282723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.01576441648485449}",25,17,12.181072486977046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.015607557919982834}",30,10,31.99942663192875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015452260123909519}",20,13,-0.49445623214637524,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015298507566725522}",20,15,10.011535858542954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015146284873046981}",30,4,43.823648930078456,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.014995576820477707}",20,12,14.395781286471575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014846368338086835}",30,18,20.480903924978698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014698644504901787}",20,13,12.836118261545732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014552390548416127}",20,8,22.9331133835666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.014407591843112353}",20,12,16.55010917819619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.014264233908999259}",25,20,11.447870567263058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014122302410163965}",25,0,41.7445854993364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.01, 'e': 0.013981783153338298}",25,19,11.25112891164884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842662086479504}",30,17,25.681677778831986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013704925297364948}",25,9,29.529230958643176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568559012200937}",30,12,30.516945630992613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013433549594245305}",25,13,22.99558505559477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.01329988354244377}",20,8,26.8631026081735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.013167547490079754}",30,18,22.04023427940107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.01303652820343774}",35,21,26.728124146823067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.012906812580479866}",25,14,19.290844130774914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.012778387649535764}",25,13,19.95410330438056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.012651240568005309}",30,13,33.48902712340579,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012525358621074388}",20,4,15.563757517460704,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.01240072922044341}",35,21,26.393575082862792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.01227733990306844}",25,15,18.73657257871805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012155178329914938}",25,14,16.53457449019745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012034232284723778}",20,0,26.83445450849252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.01, 'e': 0.011914489672789649}",25,11,21.13363004321804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011795938519751564}",20,10,16.941944293394684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011678566970395446}",25,17,13.373418529079958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.01156236328746854}",20,10,20.32406372316309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.011447315850505714}",25,0,-1.244891242508812,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
448,False,"{'a': 0.01, 'e': 0.01133341315466739}",20,13,9.093092658124613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220643809589087}",25,14,18.80899725239194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.01110899653824231}",20,15,11.00667004913398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.010998460175806885}",20,0,37.98495588817882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.01, 'e': 0.010889023668554444}",20,4,23.547389904368853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.010780676072743085}",30,11,33.07862777317909,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522929}",25,20,7.483103672639967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852658}",20,13,13.74148081001247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426797}",20,11,15.341197594572892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.0103579597176137}",20,7,28.88295747815347,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404024}",25,20,7.2804011870282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369766}",35,24,17.198334470899688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633579}",25,12,23.06449553022856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.009951818307848422}",35,18,29.811216284217487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.009852796061187259}",20,16,5.250411004235816,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.009754759102342905}",25,14,19.08919197353993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.00965769762753778}",25,9,8.264321183207752,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.009561601930543506}",20,16,6.698556829380879,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.009466462401710325}",20,8,20.34412830036995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.00937226952700606}",25,19,12.327693796422345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.01, 'e': 0.009279013887064745}",25,11,24.337852735413435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.01, 'e': 0.009186686156244666}",25,13,22.39277794519583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.009095277101695817}",25,7,31.30497130533823,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.009004777582436561}",20,9,24.315534946277005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.008915178548439555}",25,7,32.0627577711919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.008826471039726724}",20,9,16.97519704380914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.008738646185473292}",20,12,15.490312522592692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.008651695203120636}",20,2,24.752899085345035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.008565609397498062}",20,8,20.131382625720484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.008480380159953263}",25,11,26.50432195745802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.008395998967491472}",20,14,14.464285055938623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.00831245738192312}",20,10,19.955657205984206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.008229747049020032}",20,9,21.963672569768182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.008147859697679984}",20,4,27.077535531233146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008066787139099616}",25,3,36.22062731535423,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.007986521265955504}",20,6,-20.20093008648698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.01, 'e': 0.007907054051593443}",20,0,30.627378835691736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.01, 'e': 0.00782837754922577}",20,4,-17.90075506133386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
486,False,"{'a': 0.01, 'e': 0.007750483891136694}",20,3,23.32308760261957,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007673365287895491}",30,20,17.22703423643813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.00759701402757757}",20,0,28.0354032250768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
489,False,"{'a': 0.01, 'e': 0.007521422474993272}",20,14,11.04127102323568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.00744658307092434}",30,13,22.491458102824986,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007372488331368014}",20,9,17.600779432441175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007299130846788585}",20,6,22.029673311436188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.007226503281376464}",30,16,23.35960412766968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.007154598372314581}",30,13,32.94793854886727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.007083408929052121}",25,13,25.706849440061458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.007012927832585426}",30,18,23.321080868258925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.006943148034746116}",20,9,19.99716995036992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.006874062557496251}",25,1,27.743401805869606,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.006805664492230545}",25,2,36.64704310247406,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006737946999085469}",20,11,18.82134739068859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.01, 'e': 0.006670903306255276}",25,15,18.911095603098023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.006604526709314807}",20,5,22.276587875152522,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.006538810570549065}",30,14,10.172904247443851,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.01, 'e': 0.006473748318289407}",20,13,13.164204766321744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.01, 'e': 0.006409333446256385}",30,4,41.57577489826851,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.01, 'e': 0.006345559512909112}",20,13,13.257911619994939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.01, 'e': 0.006282420140801119}",20,9,18.708183620128302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.0062199090159425745}",20,9,23.564663055189207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.006158019887168899}",25,17,17.703467088187722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.006096746565515634}",25,12,20.7354400974041,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.0060360829235995665}",20,12,13.880478581476996,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.0059760228950059445}",20,6,23.52247358752085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.01, 'e': 0.005916560473681859}",25,15,15.498828782074739,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.005857689713335624}",20,10,17.804921249155207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.01, 'e': 0.005799404726842143}",25,18,9.8914166143821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.005741699685654204}",30,0,50.77350122369547,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.01, 'e': 0.005684568819219597}",25,19,10.717343682873961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.005628006414404067}",30,13,34.53976612734752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.005572006814919994}",20,12,13.048905120810039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.005516564420760773}",20,4,24.700956941990846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.00546167368764078}",25,11,22.395226849739256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.005407329126440961}",25,6,34.497021822719084,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.005353525302659904}",25,13,19.52070038577307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.005300256835870404}",20,0,34.851424528624676,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.01, 'e': 0.0052475183991813855}",20,13,13.848318395391978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.005195304718705233}",25,3,34.51397549665367,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.00514361057303038}",25,16,19.255247478025574,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.005092430792699192}",20,14,13.14285917224731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.005041760259690981}",25,8,27.02699152558083,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.01, 'e': 0.004991593906910219}",20,9,19.86969400569135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.0049419267176798185}",35,21,27.259748417561234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.0048927537252394775}",25,5,32.39968473057999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.004844070012248968}",20,10,19.49775381197168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.004795870710296422}",20,11,13.688865812929587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.01, 'e': 0.004748150999411474}",20,10,17.96528679730913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.004700906107583278}",35,15,36.38978479181709,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.01, 'e': 0.004654131310283274}",25,13,19.535299659525403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.004607821929992754}",30,22,17.666814138096466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.004561973335735097}",25,12,24.307279325877666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.004516580942612668}",20,10,18.043461678088708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.004471640211348334}",20,8,20.977292462132535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.004427146647831513}",25,20,9.72653269137015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.004383095802668777}",20,12,11.83116171443903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.01, 'e': 0.0043394832707388965}",25,13,21.173424231405413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.01, 'e': 0.004296304690752341}",25,3,35.981719099702104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.01, 'e': 0.004253555744815127}",25,3,39.4857256650558,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.004211232157997036}",25,10,21.911749312146576,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.004169329697904113}",30,19,22.351637737293473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.004127844174255437}",20,15,6.330062159072967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.004086771438464068}",20,0,27.43801684991133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.01, 'e': 0.0040461073832222}",25,0,33.96887556039664,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.01, 'e': 0.004005847942090418}",25,14,6.892946085579581,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.003965989089091066}",20,0,26.17836090160596,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
554,False,"{'a': 0.01, 'e': 0.003926526838305625}",20,0,30.649107156163474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.01, 'e': 0.0038874572434761316}",25,11,25.641341931949597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105403}",20,6,25.90457572102727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.0038104804325920383}",20,8,19.678806793227864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.003772565518792206}",25,12,22.659364502209076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880687}",20,3,28.148727489949337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.00369786371648293}",25,10,25.72988412484385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.003661069357731006}",20,5,23.154964138344248,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.003624641108965757}",25,8,31.281921477018575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319485}",20,11,16.45742388203164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.003552868406221363}",20,0,28.833241837029046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.01, 'e': 0.0035175167749121297}",20,13,13.651242959174088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.0034825168982116645}",25,15,19.473017938234122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.01, 'e': 0.0034478652761031274}",20,5,24.550033065730805,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.0034135584433954316}",25,17,11.816639257889827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767137}",20,11,17.89823754901496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.0033459654574712733}",20,7,22.011489073887176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.003312672544899894}",25,20,10.79655308350284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.003279710902343574}",20,8,6.2132566779524865,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.003247077233610587}",25,7,33.540570608976104,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.003214768275306871}",25,14,19.07787352841433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.003182780796509668}",35,25,16.98471564628004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444423}",20,10,18.19564521366375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.003119757514164993}",20,11,15.883388866643916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.00308871540823677}",25,13,21.615681049648963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.0030579821764233086}",25,13,20.204406332116555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.003027554745375816}",20,6,27.363468643567582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258295}",20,0,32.5086798212404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.002967605144780945}",25,17,11.950014053174385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.002938076980223551}",30,7,38.766099977208974,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.002908842625812585}",20,10,17.37254451757877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882413}",20,0,26.358063505422567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.01, 'e': 0.002851243682679633}",25,17,15.15226945731194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.002822873334015337}",25,14,17.905615355254366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368446}",25,12,1.5914100476959403,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.0027669766969148518}",25,7,31.945498251475946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.0027394448187683692}",20,14,13.15230032834507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.0027121868873866443}",20,7,22.270935591322843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538214}",25,19,11.022586100044261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.002658481988776368}",20,9,19.076929284441636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.002632029651013199}",25,10,27.652211880726462,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.002605840518408499}",30,16,25.957758080071745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
